N,P,K,temperature,humidity,ph,rainfall,label
53.67,81.48,13.45,30.76,65.65,7.47,64.85,blackgram
32.4,139.97,202.27,21.43,93.91,5.56,118.08,apple
25.44,30.78,31.78,35.1,52.28,6.02,105.2,mango
105.81,92.58,47.67,30.23,81.4,5.9,101.24,banana
17.41,139.3,202.25,23.83,91.06,5.79,117.03,apple
129.48,41.07,24.35,26.07,74.42,6.05,79.34,cotton
96.67,50.25,40.93,21.09,82.25,7.42,235.07,rice
44.93,76.73,12.62,28.32,60.84,7.33,59.04,blackgram
104.59,19.67,56.21,29.12,91.2,6.72,29.09,muskmelon
87.05,21.65,49.26,24.57,81.83,6.08,50.13,watermelon
96.65,25.66,33.21,25.13,58.53,6.99,131.63,coffee
95.36,22.8,51.36,26.6,83.24,6.92,50.29,watermelon
56.72,54.37,39.53,25.23,78.14,7.06,186.51,jute
26.2,64.6,80.94,17.67,16.83,8.98,89.53,chickpea
82.94,53.1,38.75,25.6,69.53,5.91,154.44,jute
27.62,52.58,12.84,26.4,80.61,6.6,38.51,mungbean
27.56,136.79,205.55,29.91,85.97,6.13,69.47,grapes
89.5,59.22,45.14,26.03,84.85,6.92,185.4,jute
16.0,41.4,23.91,28.92,78.68,6.16,42.19,mungbean
14.26,143.66,203.26,24.14,91.69,5.81,120.66,apple
9.83,128.03,197.73,40.95,81.6,6.47,77.1,grapes
23.27,29.98,26.02,27.9,97.27,6.11,180.56,coconut
17.76,54.29,15.39,28.5,62.87,5.35,45.07,mothbeans
66.42,36.64,17.62,19.01,56.41,6.5,65.35,maize
8.72,16.73,33.33,25.88,94.67,6.27,184.55,coconut
19.55,13.55,38.35,23.96,88.41,6.09,107.68,pomegranate
75.53,46.39,37.25,24.22,74.5,7.24,192.94,jute
112.15,73.96,44.12,27.52,80.01,6.01,99.2,banana
28.31,73.77,21.26,30.53,34.53,6.41,119.66,pigeonpeas
50.96,69.22,13.44,34.55,69.55,7.51,64.9,blackgram
77.09,48.05,38.1,28.3,83.05,5.95,250.54,rice
35.13,70.57,24.73,30.62,33.17,4.64,185.6,pigeonpeas
35.35,19.18,31.55,35.24,48.94,6.53,87.55,mango
35.73,12.39,40.74,21.32,92.35,6.36,117.32,pomegranate
24.09,141.61,201.69,34.51,83.45,6.7,66.77,grapes
18.9,127.19,193.95,21.0,92.57,5.66,110.36,apple
31.77,73.61,18.41,29.88,69.39,7.14,69.74,blackgram
13.62,18.23,8.28,25.61,93.03,6.6,114.74,orange
93.81,56.8,16.68,23.73,65.91,6.76,64.94,maize
113.79,33.67,27.67,23.08,54.09,6.58,192.11,coffee
99.75,17.36,50.86,28.67,91.27,6.3,19.82,muskmelon
17.81,78.14,20.44,18.97,24.17,5.77,102.74,kidneybeans
38.23,138.34,205.42,10.01,82.14,5.67,75.8,grapes
15.66,62.58,17.0,25.8,67.5,5.98,103.5,pigeonpeas
83.38,24.28,32.25,27.24,58.02,7.31,168.98,coffee
24.71,32.93,7.55,22.96,88.16,7.54,103.04,orange
102.5,83.05,47.06,24.21,79.0,5.74,97.08,banana
24.97,17.72,31.62,33.12,53.91,6.74,102.13,mango
35.36,127.44,195.14,10.89,85.03,6.3,71.44,grapes
21.91,61.94,23.44,22.28,67.77,6.46,48.05,lentil
